label,removed_doc_id,root_doc_id,similarity_score,removed_char_len,root_char_len,removed_preview,root_preview,allowed_labels
,shard_00118.parquet:47000,shard_00150.parquet:9014,0.9947300553321838,4318,4296,"Amyotrophic Lateral Sclerosis Amyotrophic lateral sclerosis (ALS) is a progressive nervous system disorder. It gradually destroys the neurons responsible for muscle movement. Specifically, it affects the upper and lower motor neurons. Over time, ALS leads to almost total paralysis of muscle movement, including breathing. Eventually, the disorder leads to respiratory failure. |The Nervous System| |Copyright © Nucleus Medical Media, Inc.| The cause of ALS is unknown. Genes may play a role. Factors that may increase your chance of ALS include: - Having a family member with ALS - Being in the military or having other occupations with risk of exposure - Having certain genetic mutations Symptoms of ALS include: - Progressive weakness in arms and legs - Wrist or foot drop - Difficulty holding things - Frequent tripping while walking - Muscle twitching—fasciculations - Unpredictable and changing emotions—pseudobulbar affect - Slurred speech—dysarthria - Hoarseness and coughing - Trouble chewing and swallowing, resulting in frequent choking and gagging - Weight loss due to trouble eating - Trouble breathing - Excess salivation, drooling You will be asked about your symptoms and medical hist","Amyotrophic Lateral Sclerosis Amyotrophic lateral sclerosis (ALS) is a progressive nervous system disorder. It gradually destroys the neurons responsible for muscle movement. Specifically, it affects the upper and lower motor neurons. Over time, ALS leads to almost total paralysis of muscle movement, including breathing. Eventually, the disorder leads to respiratory failure. |The Nervous System| |Copyright © Nucleus Medical Media, Inc.| The cause of ALS is unknown. Genes may play a role. Factors that may increase your chance of ALS include: - Having a family member with ALS - Being in the military or having other occupations with risk of exposure - Having certain genetic mutations Symptoms of ALS include: - Progressive weakness in arms and legs - Wrist or foot drop - Difficulty holding things - Frequent tripping while walking - Muscle twitching—fasciculations - Unpredictable and changing emotions—pseudobulbar affect - Slurred speech—dysarthria - Hoarseness and coughing - Trouble chewing and swallowing, resulting in frequent choking and gagging - Weight loss due to trouble eating - Trouble breathing - Excess salivation, drooling You will be asked about your symptoms and medical hist",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00128.parquet:17484,shard_00161.parquet:25025,0.9841996431350708,4279,4390,"Women concerned about breast cancer should worry less about cellphones and hair dyes and worry more about weighing or drinking too much, exercising too little, using menopause hormones and getting too much radiation from medical tests. So says a new report on environmental risks by a respected panel of science advisers. By environment they mean everything not governed by genes - what's in the air and water but also diets, vitamin use and even things like working night shifts. And while they lament that most chemicals in consumer goods get little safety testing, they find too few studies in people to say whether there is a breast cancer risk from certain pesticides, cosmetics or bisphenol A, known as BPA and used in many plastics and canned food liners, although it has been eliminated from baby bottles and many reusable beverage containers in recent years. ""We don't have enough data to say `toss your water bottles,'"" said Irva Hertz-Picciotto, chief of environmental and occupational health at the University of California, Davis. She headed the Institute of Medicine panel - independent experts under the National Academy of Sciences who advise the government and others. This report wa","SAN ANTONIO (AP) – Women concerned about breast cancer should worry less about cellphones and hair dyes and worry more about weighing or drinking too much, exercising too little, using menopause hormones and getting too much radiation from medical tests. So says a new report on environmental risks by a respected panel of science advisers. By environment they mean everything not governed by genes – what's in the air and water but also diets, vitamin use and even things like working night shifts. And while they lament that most chemicals in consumer goods get little safety testing, they find too few studies in people to say whether there is a breast cancer risk from certain pesticides, cosmetics or bisphenol A, known as BPA and used in many plastics and canned food liners, although it has been eliminated from baby bottles and many reusable beverage containers in recent years. ""We don't have enough data to say 'toss your water bottles,'"" said Irva Hertz-Picciotto, chief of environmental and occupational health at the University of California, Davis. She headed the Institute of Medicine panel – independent experts under the National Academy of Sciences who advise the government and oth",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00134.parquet:26813,shard_00143.parquet:9950,1.0,11413,11413,"'We did the dirty work of the Holocaust': the name given to concentration camp prisoners whose job was to service the assembly lines of death. A new book gives accounts of their survival. As one of them put it: 'I ceased belonging to the human race.' By Ronit Roccas / May 2, 2000 / haArez Shlomo and Abraham Dragon arrived in Auschwitz in December 1942. Shortly afterwards, the Germans marched their entire labor team, 200 still relatively healthy and robust men, into a nearby forest. The air was freezing, and snow covered the ground. In the distance they saw and smelt the clouds of smoke emanating from the crematoria, but were still unaware of the terrible truth behind those malodorous clouds. An SS officer, Otto Moll, ordered them to enter a straw-roofed hut in the forest, full of naked bodies. ""We saw a mass of naked corpses, men, women and children. We were horror-stricken into an eerie unnatural silence. It took us two days to recover a semblance of normality."" That was the Dragon brothers' first day as Sonderkommandos at Birkenau, which housed the death factory that consumed some three million Jews. A new book, ""We wept without tears,"" written by historian Gideon Greif and publi","'We did the dirty work of the Holocaust': the name given to concentration camp prisoners whose job was to service the assembly lines of death. A new book gives accounts of their survival. As one of them put it: 'I ceased belonging to the human race.' By Ronit Roccas / May 2, 2000 / haArez Shlomo and Abraham Dragon arrived in Auschwitz in December 1942. Shortly afterwards, the Germans marched their entire labor team, 200 still relatively healthy and robust men, into a nearby forest. The air was freezing, and snow covered the ground. In the distance they saw and smelt the clouds of smoke emanating from the crematoria, but were still unaware of the terrible truth behind those malodorous clouds. An SS officer, Otto Moll, ordered them to enter a straw-roofed hut in the forest, full of naked bodies. ""We saw a mass of naked corpses, men, women and children. We were horror-stricken into an eerie unnatural silence. It took us two days to recover a semblance of normality."" That was the Dragon brothers' first day as Sonderkommandos at Birkenau, which housed the death factory that consumed some three million Jews. A new book, ""We wept without tears,"" written by historian Gideon Greif and publi",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00055.parquet:12236,shard_00153.parquet:18713,0.9999998807907104,2919,2919,"A mother’s use of the most common over-the-counter pain reliever and fever reducer during pregnancy may increase her child’s risk of attention deficit hyperactivity disorder, or ADHD, according to study published Monday. The study, published in the American Medical Association’s journal Pediatrics, examined the effects of a pregnant mother’s use of acetaminophen on their children's behavior. Preliminary results showed an increased risk for ADHD-like behaviors in children at 7 years old if their mothers had taken acetaminophen while pregnant. An estimated 6.4 million children—11 percent of those ages four to 17—were diagnosed with ADHD in 2011. In 2003, 7.8 percent of children had ADHD, according to the U.S. Centers for Disease Control and Prevention (CDC). Studying Acetaminophen Use in Pregnant Women Researchers at the University of California, Los Angeles (UCLA) and other institutions report that mothers who used acetaminophen, the main ingredient in the majority of Tylenol’s products, for example, were at a higher risk of having children with ADHD behaviors, as well as hyperkinetic disorder (HKD), a particularly severe form of ADHD. Researchers examined 64,322 children in the Dan","A mother’s use of the most common over-the-counter pain reliever and fever reducer during pregnancy may increase her child’s risk of attention deficit hyperactivity disorder, or ADHD, according to study published Monday. The study, published in the American Medical Association’s journal Pediatrics, examined the effects of a pregnant mother’s use of acetaminophen on their children's behavior. Preliminary results showed an increased risk for ADHD-like behaviors in children at 7 years old if their mothers had taken acetaminophen while pregnant. An estimated 6.4 million children—11 percent of those ages four to 17—were diagnosed with ADHD in 2011. In 2003, 7.8 percent of children had ADHD, according to the U.S. Centers for Disease Control and Prevention (CDC). Studying Acetaminophen Use in Pregnant Women Researchers at the University of California, Los Angeles (UCLA) and other institutions report that mothers who used acetaminophen, the main ingredient in the majority of Tylenol’s products, for example, were at a higher risk of having children with ADHD behaviors, as well as hyperkinetic disorder (HKD), a particularly severe form of ADHD. Researchers examined 64,322 children in the Dan",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00053.parquet:19614,shard_00122.parquet:9933,1.0000003576278687,845,845,"Somali leaders joined the country's northern territories in celebrating 53 years of independence from British colonialism Wednesday (June 26th). Friday, June 28, 2013 Parts of northern Somalia, comprising what came to be known as Somaliland, peacefully ended 73 years of British rule on June 26, 1960. On July 1st the same year, it united with the rest of Somalia, which had been under Italian rule, to form the Somali Republic. Speaking at an official ceremony celebrating the event at the presidential palace, President Hassan Sheikh Mohamud urged the Somali people to incorporate their forefathers' values of dignity, freedom and independence, Somalia's Radio Mogadishu reported. Speaker of Parliament Mohamed Osman Jawari and Prime Minister Abdi Farah Shirdon also took the opportunity to affirm their commitment to the unity of the country.","Somali leaders joined the country's northern territories in celebrating 53 years of independence from British colonialism Wednesday (June 26th). Friday, June 28, 2013 Parts of northern Somalia, comprising what came to be known as Somaliland, peacefully ended 73 years of British rule on June 26, 1960. On July 1st the same year, it united with the rest of Somalia, which had been under Italian rule, to form the Somali Republic. Speaking at an official ceremony celebrating the event at the presidential palace, President Hassan Sheikh Mohamud urged the Somali people to incorporate their forefathers' values of dignity, freedom and independence, Somalia's Radio Mogadishu reported. Speaker of Parliament Mohamed Osman Jawari and Prime Minister Abdi Farah Shirdon also took the opportunity to affirm their commitment to the unity of the country.",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00144.parquet:38126,shard_00013.parquet:27117,0.9999994039535522,1781,1781,"Fertilizing Your Yard How should you fertilize your yard to maximize the healthiness of your grass and plants? What do you need to know about yard fertilizers? You've heard a lot about the importance of fertilizing your yard, but you've been a bit skeptical. After all, it appears on first glance that your yard is in fine condition and that it is quite healthy. So, why would you need to fertilize? Here are some tips. Living grass and plants need certain nutrients in order to survive and remain healthy. They're kind of like humans in this regard. We need certain vitamins and nutrients in order to remain healthy. The main nutrients your lawn needs are nitrogen, potassium, and phosphorus. The amount of nutrients your grass needs varies depending on the region of the country you're in. You should consult a local plant expert to find out how much of each nutrient you should give your lawn. Standard levels of nitrogen is about four to seven pounds per 1,000 square feet each year to be applied throughout the course of the growing season. A good rule of thumb for how much nutrients are needed in the spring months (the beginning of the growing season) are a fertilizer ratio of 4 to 1 to 2 pa","Fertilizing Your Yard How should you fertilize your yard to maximize the healthiness of your grass and plants? What do you need to know about yard fertilizers? You've heard a lot about the importance of fertilizing your yard, but you've been a bit skeptical. After all, it appears on first glance that your yard is in fine condition and that it is quite healthy. So, why would you need to fertilize? Here are some tips. Living grass and plants need certain nutrients in order to survive and remain healthy. They're kind of like humans in this regard. We need certain vitamins and nutrients in order to remain healthy. The main nutrients your lawn needs are nitrogen, potassium, and phosphorus. The amount of nutrients your grass needs varies depending on the region of the country you're in. You should consult a local plant expert to find out how much of each nutrient you should give your lawn. Standard levels of nitrogen is about four to seven pounds per 1,000 square feet each year to be applied throughout the course of the growing season. A good rule of thumb for how much nutrients are needed in the spring months (the beginning of the growing season) are a fertilizer ratio of 4 to 1 to 2 pa",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00119.parquet:2204,shard_00027.parquet:18024,1.0000007152557373,2217,2217,"Departments: News, Notes and Tips Those frequent sleepless nights nursing students and faculty frequently experience may be doing more than making us tired the following day. Researchers from Stanford and Washington University have recently determined that sleep deprivation and disturbed sleep cycles contribute to the development of amyloid-β (Aβ) in the extracellular fluid of the brain. This protein becomes the amyloid plaque we know as a hallmark for Alzheimer's disease. Aβ is produced by neurons and deposited in the interstitial fluid of the brain (ISF), and converts to a damaging form as the concentration increases. Kang et al1 monitored changes in Aβ levels by inserting microdialysis probes in experimental mice. ISF Aβ levels were negatively correlated with the amount of time the mice slept and increased when the mice were awake. ISF Aβ levels were significantly higher during times of forced wakefulness. Following sleep deprivation the mice slept longer when allowed to do so and ISF Aβ levels decreased. Mice subjected to 20 hours of sleep deprivation for 21 days showed much higher levels of Aβ plaque deposition than their age-matched litter mate controls. Sleep disturbances ar","Departments: News, Notes and Tips Those frequent sleepless nights nursing students and faculty frequently experience may be doing more than making us tired the following day. Researchers from Stanford and Washington University have recently determined that sleep deprivation and disturbed sleep cycles contribute to the development of amyloid-β (Aβ) in the extracellular fluid of the brain. This protein becomes the amyloid plaque we know as a hallmark for Alzheimer's disease. Aβ is produced by neurons and deposited in the interstitial fluid of the brain (ISF), and converts to a damaging form as the concentration increases. Kang et al1 monitored changes in Aβ levels by inserting microdialysis probes in experimental mice. ISF Aβ levels were negatively correlated with the amount of time the mice slept and increased when the mice were awake. ISF Aβ levels were significantly higher during times of forced wakefulness. Following sleep deprivation the mice slept longer when allowed to do so and ISF Aβ levels decreased. Mice subjected to 20 hours of sleep deprivation for 21 days showed much higher levels of Aβ plaque deposition than their age-matched litter mate controls. Sleep disturbances ar",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00057.parquet:34805,shard_00069.parquet:14775,1.000000238418579,1687,1687,"The Real Day After Tomorrow By Dr. Jeff Price Courtesy of the Sierra Nevada Virtual Museum & Sierra College Center for Sierra Nevada Studies In February 2008, Dr. Jeff Price, renowned climate change expert, presented a lecture on “The Real Day After Tomorrow” to a large Sierra College audience in Dietrich Theatre. One of the lead authors of the Intergovernmental Panel on Climate Change (IPCC), Dr. Price discussed measures needed to prevent major catastrophic changes in the ecosystems caused by global warming. Price and other scientists on the IPCC shared the 2007 Nobel Peace Prize with former Vice President Al Gore. Dr. Price is a biologist and Professor of Geological and Environmental Sciences at CSU Chico. Along with co-authoring the IPCC Fourth Assessment Report (ecosystems), the IPCC Third Assessment Report (ecosystems), and the IPCC Technical Paper on Climate Change and Biodiversity, he also contributed text to the U.K. Government's Stern Review of the Economic Impacts of Climate Change and U.S. National Assessment on Climate Change Impacts on the United States. He was co-author of the Nature article ""Fingerprints of global warming on wild animals and plants"", of the publicati","The Real Day After Tomorrow By Dr. Jeff Price Courtesy of the Sierra Nevada Virtual Museum & Sierra College Center for Sierra Nevada Studies In February 2008, Dr. Jeff Price, renowned climate change expert, presented a lecture on “The Real Day After Tomorrow” to a large Sierra College audience in Dietrich Theatre. One of the lead authors of the Intergovernmental Panel on Climate Change (IPCC), Dr. Price discussed measures needed to prevent major catastrophic changes in the ecosystems caused by global warming. Price and other scientists on the IPCC shared the 2007 Nobel Peace Prize with former Vice President Al Gore. Dr. Price is a biologist and Professor of Geological and Environmental Sciences at CSU Chico. Along with co-authoring the IPCC Fourth Assessment Report (ecosystems), the IPCC Third Assessment Report (ecosystems), and the IPCC Technical Paper on Climate Change and Biodiversity, he also contributed text to the U.K. Government's Stern Review of the Economic Impacts of Climate Change and U.S. National Assessment on Climate Change Impacts on the United States. He was co-author of the Nature article ""Fingerprints of global warming on wild animals and plants"", of the publicati",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00021.parquet:17148,shard_00139.parquet:44326,0.9953872561454773,790,792,"|Contained in||Inline elements, block-level elements| The B element suggests that text be rendered as bold text. In most cases, use of a phrase element such as STRONG is more appropriate since such elements express the meaning of the text more clearly. The B element is a suitable choice for marking a structure for which no phrase element exists. For example, vectors in mathematics have no structural element in HTML 4, but bold text is often an appropriate visual rendering: If two vectors <B CLASS=vector>v</B> and <B CLASS=vector>w</B> are orthogonal, we write <B CLASS=vector>v</B> ⊥ <B CLASS=vector>w</B>. Note the use of the CLASS attribute to add structural significance to the B elements. This allows greater flexibility when applying style sheets to different kinds of bold text.","|Contained in||Inline elements, block-level elements| The B element suggests that text be rendered as bold text. In most cases, use of a phrase element such as STRONG is more appropriate since such elements express the meaning of the text more clearly. The B element is a suitable choice for marking a structure for which no phrase element exists. For example, vectors in mathematics have no structural element in HTML 4.0, but bold text is often an appropriate visual rendering: If two vectors <B CLASS=vector>v</B> and <B CLASS=vector>w</B> are orthogonal, we write <B CLASS=vector>v</B> ⊥ <B CLASS=vector>w</B>. Note the use of the CLASS attribute to add structural significance to the B elements. This allows greater flexibility when applying style sheets to different kinds of bold text.",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00151.parquet:40817,shard_00064.parquet:33971,0.9993751049041748,10921,10908,"To explore the effects of immigration on the immigrants and on society as a whole. This lesson is part of a group of lessons that focus on the social, behavioral, and economic sciences. For more lessons and activities that take a closer look at the social, behavioral, and economic sciences, be sure to check out the SBE Project page. In this lesson, students will explore some of the effects that immigration in the United States has had on immigrants and American society as a whole. They will be given opportunities to understand the complex issues of the immigrant experience, both past and present. It is important for students at these grade levels to see more fully that, while human beings live in groups and voluntarily cooperate and compete with one another, they often end up in conflict and spend much of their time negotiating differences—either peacefully, heatedly, or violently. Understanding the nature of social conflict and ways of moderating it can help students learn how to deal thoughtfully and constructively with conflict in their own lives. Such understanding also is important for confronting community, religious, international, interracial, and intercultural conflict. Sc","To explore the effects of immigration on the immigrants and on society as a whole. This lesson is part of a group of lessons that focus on the social, behavioral, and economic sciences. For more lessons and activities that take a closer look at the social, behavioral, and economic sciences, be sure to check out the SBE Project page. In this lesson, students will explore some of the effects that immigration in the United States has had on immigrants and American society as a whole. They will be given opportunities to understand the complex issues of the immigrant experience, both past and present. It is important for students at these grade levels to see more fully that, while human beings live in groups and voluntarily cooperate and compete with one another, they often end up in conflict and spend much of their time negotiating differences—either peacefully, heatedly, or violently. Understanding the nature of social conflict and ways of moderating it can help students learn how to deal thoughtfully and constructively with conflict in their own lives. Such understanding also is important for confronting community, religious, international, interracial, and intercultural conflict. Sc",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
